"TRAN","TPLOT","TAG","SPEC","YRTAG","YRREC","STAT87","STAT98","STAT99","STAT00","STAT10","STAT11","YRDERC","DBH87","DECW87","DECM87","CPOS87","DBH98","NOTE98","DBH99","DAH99","HTCL99","HT99","COND99","CII00","NOTE00","DBH10","NOTE10","DBH11","DAH11","HTCL11","HT11","SNHT11","COND11","CII11","NOTE11","HR","DIST","WTAZ","WITN","ELEVCL","ASPCL","SLOPE87","MICR","CLASS","CODE98A","PISAP87","HRB87","HRB1_87","HRB2_87","HRB3_87","SHRB1_87","SHRB2_87","SHRB3_87","SLOPE10_D","SLOPE10_P","CODE98B","ASP","ELEV","SOILOLD","SLOPE99","TRAD","TRAD11","ABSRAD","ABSRAD11","slope11_d","asp11","elev_ft11","elev_m11","EDBH99","EDBH11","FORM99","FORM11","soilcl","TECH","htpred87","htpred98","htpred99","htpred10","htpred11","HHhtpred87","HHhtpred98","HHhtpred99","HHhtpred10","HHhtpred11","canht87","canht98","canht99","canht10","canht11","ht87","ht98","ht99","ht10","ht11","kozak87","honer87","kozak98","honer98","kozak99","honer99","kozak10","honer10","kozak11","honer11","clark87","clark98","clark99","clark10","clark11","bv87","bv98","bv99","bv10","bv11"
"E320",6,273,"ABBA",1987,NA,"DEAD","DEAD","","","","",1987,6.5,4,4,"",NA,"",NA,NA,"",NA,"",NA,"",NA,"",NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,"M","E",33,"CONV",TRUE,"5",0,5,"DRSP/DRIN","MOSS","COGR","","","",NA,NA,"",155,935,"H",NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,"","","H","",5.34189898988642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.34189898988642,NA,NA,NA,NA,0.00890026471835388,0.00958360705861271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00890026471835388,NA,NA,NA,NA
"E320",6,274,"ABBA",1987,NA,"ALIVE","ALIVE","","","ALIVE","",NA,7.8,NA,NA,"",8.1,"",NA,NA,"",NA,"",NA,"",9,"",NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,"M","E",33,"CONV",TRUE,"",0,5,"DRSP/DRIN","MOSS","COGR","","","",NA,NA,"",155,935,"H",NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,"","","H","",6.30056035756727,6.52184556369727,NA,7.28306109794298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.30056035756727,6.52184556369727,NA,7.28306109794298,NA,0.0150827844219903,0.0159603952228093,0.0168445478595777,0.0177365918278173,NA,NA,0.0232917459061823,0.0240824828378893,NA,NA,NA,NA,NA,NA,NA,0.0150827844219903,0.0168445478595777,NA,0.0232917459061823,NA
"E320",6,275,"BECO",1987,NA,"ALIVE","ALIVE","","","DEAD","",2010,10.8,NA,NA,"",11.9,"",NA,NA,"",NA,"",NA,"",NA,"",NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,"M","E",33,"CONV",TRUE,"",0,5,"DRSP/DRIN","MOSS","COGR","","","",NA,NA,"",155,935,"H",NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,"","","H","",9.4502342520683,9.95290340896334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4502342520683,9.95290340896334,NA,NA,NA,NA,0.0423292033782178,NA,0.0535926429391727,NA,NA,NA,NA,NA,NA,0.0507054611987658,0.0638872904091661,NA,NA,NA,0.0507054611987658,0.0638872904091661,NA,NA,NA
"E320",6,276,"ABBA",1987,NA,"ALIVE","ALIVE","","","ALIVE","",NA,16.4,NA,NA,"",18.3,"",NA,NA,"",NA,"",NA,"",20.1,"",NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,"M","E",33,"CONV",TRUE,"",0,5,"DRSP/DRIN","MOSS","COGR","","","",NA,NA,"",155,935,"H",NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,"","","H","",11.764930112261,12.6143116046263,NA,12.4526262212353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.764930112261,12.6143116046263,NA,12.4526262212353,NA,0.13118306558637,0.118600256868333,0.177167083286806,0.155915070491268,NA,NA,0.2101561061383,0.186225982184715,NA,NA,NA,NA,NA,NA,NA,0.13118306558637,0.177167083286806,NA,0.2101561061383,NA
"E320",6,277,"ABBA",1987,NA,"ALIVE","DEAD","","","DEAD","",1998,5.1,NA,NA,"",NA,"",NA,NA,"",NA,"",NA,"",NA,"",NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,"M","E",33,"CONV",TRUE,"5",0,5,"DRSP/DRIN","MOSS","COGR","","","",NA,NA,"",155,935,"H",NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,"","","H","",4.33194206339173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.33194206339173,NA,NA,NA,NA,0.0045129791807448,0.0048865514299849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0045129791807448,NA,NA,NA,NA
"E320",6,278,"BECO",1987,NA,"ALIVE","ALIVE","","","ALIVE","",NA,27,NA,NA,"",28.9,"",NA,NA,"",NA,"",NA,"",30.7,"",NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,"M","E",33,"CONV",TRUE,"",0,5,"DRSP/DRIN","MOSS","COGR","","","",NA,NA,"",155,935,"H",NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,"","","H","",13.8365759890684,14.0746857809001,NA,14.2699436128832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.8365759890684,14.0746857809001,NA,14.2699436128832,NA,NA,0.356482790875607,NA,0.413658590303922,NA,NA,NA,0.471601652757545,NA,NA,0.408350265931331,0.472966083094034,NA,0.538431436956516,NA,0.408350265931331,0.472966083094034,NA,0.538431436956516,NA
"E320",6,279,"ABBA",1987,NA,"ALIVE","ALIVE","","","ALIVE","",NA,12.7,NA,NA,"",14.8,"",NA,NA,"",NA,"",NA,"",16.9,"",NA,NA,"",NA,"","",NA,"",NA,2.32,61,1,"M","E",33,"CONV",TRUE,"",0,5,"DRSP/DRIN","MOSS","COGR","","","",NA,NA,"",155,935,"H",NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,"","","H","",9.70846664042663,10.9410146296725,NA,11.4665549568601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.70846664042663,10.9410146296725,NA,11.4665549568601,NA,0.0632694148944834,0.0609809906591133,0.0982912505413296,0.091195888667504,NA,NA,0.135126501108089,0.12342080508621,NA,NA,NA,NA,NA,NA,NA,0.0632694148944834,0.0982912505413296,NA,0.135126501108089,NA
"E320",6,280,"BECO",1987,NA,"ALIVE","DEAD","","","DEAD","",1998,14.6,NA,NA,"",NA,"",NA,NA,"",NA,"",NA,"",NA,"",NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,"M","E",33,"CONV",TRUE,"5",0,5,"DRSP/DRIN","MOSS","COGR","","","",NA,NA,"",155,935,"H",NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,"","","H","",11.0184728793785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.0184728793785,NA,NA,NA,NA,NA,0.0874853461122893,NA,NA,NA,NA,NA,NA,NA,NA,0.103061714075328,NA,NA,NA,NA,0.103061714075328,NA,NA,NA,NA
"E320",6,281,"ABBA",1987,NA,"ALIVE","ALIVE","","","ALIVE","",NA,7,NA,NA,"",7.9,"",NA,NA,"",NA,"",NA,"",8.4,"",NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,"M","E",33,"CONV",TRUE,"",0,5,"DRSP/DRIN","MOSS","COGR","","","",NA,NA,"",155,935,"H",NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,"","","H","",5.70975280548759,6.37437029288841,NA,6.86692542811983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.70975280548759,6.37437029288841,NA,6.86692542811983,NA,0.0110127952829173,0.0117903462023148,0.015655216588961,0.016539286896816,NA,NA,0.0190818876432237,0.0199449798327296,NA,NA,NA,NA,NA,NA,NA,0.0110127952829173,0.015655216588961,NA,0.0190818876432237,NA
"E320",6,282,"ABBA",1987,NA,"DEAD","DEAD","","","","",1987,7.3,4,4,"",NA,"",NA,NA,"",NA,"",NA,"",NA,"",NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,"M","E",33,"CONV",TRUE,"5",0,5,"DRSP/DRIN","MOSS","COGR","","","",NA,NA,"",155,935,"H",NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,"","","H","",5.93120995286861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.93120995286861,NA,NA,NA,NA,0.0124356965630319,0.013259630258722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0124356965630319,NA,NA,NA,NA
"E320",6,283,"ABBA",1987,NA,"ALIVE","ALIVE","","","DEAD","",2010,11.2,NA,NA,"",11.3,"",NA,NA,"",NA,"",NA,"",NA,"",NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,"M","E",33,"CONV",TRUE,"",0,5,"DRSP/DRIN","MOSS","COGR","","","",NA,NA,"",155,935,"H",NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,"","","H","",8.730618158259,8.7980757545529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.730618158259,8.7980757545529,NA,NA,NA,0.0437868702622362,0.043456321628009,0.0449470814974934,0.0445195090034135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0437868702622362,0.0449470814974934,NA,NA,NA
"E320",6,284,"BECO",1987,NA,"ALIVE","DEAD","","","DEAD","",1998,8.5,NA,NA,"",NA,"",NA,NA,"",NA,"",NA,"",NA,"",NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,"M","E",33,"CONV",TRUE,"5",0,5,"DRSP/DRIN","MOSS","COGR","","","",NA,NA,"",155,935,"H",NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,"","","H","",8.24898361746903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.24898361746903,NA,NA,NA,NA,NA,0.0234429200003434,NA,NA,NA,NA,NA,NA,NA,NA,0.0282060339393085,NA,NA,NA,NA,0.0282060339393085,NA,NA,NA,NA
"E320",6,285,"BECO",1987,NA,"ALIVE","ALIVE","","","DEAD","",2010,14.9,NA,NA,"",15.4,"",NA,NA,"",NA,"",NA,"",NA,"",NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,"M","E",33,"CONV",TRUE,"",0,5,"DRSP/DRIN","MOSS","COGR","","","",NA,NA,"",155,935,"H",NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,"","","H","",11.1236091485063,11.2934623024094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1236091485063,11.2934623024094,NA,NA,NA,NA,0.0918021760971267,NA,0.0992420732459881,NA,NA,NA,NA,NA,NA,0.108018265104819,0.116548739450617,NA,NA,NA,0.108018265104819,0.116548739450617,NA,NA,NA
"E320",6,286,"BECO",1987,NA,"ALIVE","ALIVE","","","ALIVE","",NA,18.5,NA,NA,"",19.8,"",NA,NA,"",NA,"",NA,"",19.9,"",NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,"M","E",33,"CONV",TRUE,"",0,5,"DRSP/DRIN","MOSS","COGR","","","",NA,NA,"",155,935,"H",NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,"","","H","",12.2108242307267,12.5342334461174,NA,12.5577795986549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2108242307267,12.5342334461174,NA,12.5577795986549,NA,NA,0.152192112066512,NA,0.177873090587893,NA,NA,NA,0.179933020660446,NA,NA,0.176963162394281,0.2061470009947,NA,0.208485735453557,NA,0.176963162394281,0.2061470009947,NA,0.208485735453557,NA
"E320",6,287,"ABBA",1987,NA,"ALIVE","ALIVE","","","ALIVE","",NA,9,NA,NA,"",10.3,"",NA,NA,"",NA,"",NA,"",11.5,"",NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,"M","E",33,"CONV",TRUE,"",0,5,"DRSP/DRIN","MOSS","COGR","","","",NA,NA,"",155,935,"H",NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,"","","H","",7.18113284930517,8.11064391776117,NA,8.88778103111866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.18113284930517,8.11064391776117,NA,8.88778103111866,NA,0.022964431993947,0.0237936926230409,0.03420389053365,0.0345573067815646,NA,NA,0.0470731446082507,0.0464989409252858,NA,NA,NA,NA,NA,NA,NA,0.022964431993947,0.03420389053365,NA,0.0470731446082507,NA
"E320",6,288,"BECO",1987,NA,"ALIVE","ALIVE","","","ALIVE","",NA,12.8,NA,NA,"",14.5,"",NA,NA,"",NA,"",NA,"",14.9,"",NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,"M","E",33,"CONV",TRUE,"",0,5,"DRSP/DRIN","MOSS","COGR","","","",NA,NA,"",155,935,"H",NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,"","","H","",10.3332896630465,10.9828773747178,NA,11.1236091485063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3332896630465,10.9828773747178,NA,11.1236091485063,NA,NA,0.0639002663030898,NA,0.0860709198415572,NA,NA,NA,0.0918021760971267,NA,NA,0.0758626219440927,0.10143646455411,NA,0.108018265104819,NA,0.0758626219440927,0.10143646455411,NA,0.108018265104819,NA
"E320",6,289,"ABBA",1987,NA,"DEAD","DEAD","","","","",1987,5.3,4,4,"",NA,"",NA,NA,"",NA,"",NA,"",NA,"",NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,"M","E",33,"CONV",TRUE,"5",0,5,"DRSP/DRIN","MOSS","COGR","","","",NA,NA,"",155,935,"H",NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,"","","H","",4.47356647151059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.47356647151059,NA,NA,NA,NA,0.00501567801403866,0.00543359227161634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00501567801403866,NA,NA,NA,NA
"E320",6,290,"ABBA",1987,NA,"ALIVE","DEAD","","","DEAD","",1998,10.5,NA,NA,"",NA,"",NA,NA,"",NA,"",NA,"",NA,"",NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,"M","E",33,"CONV",TRUE,"5",0,5,"DRSP/DRIN","MOSS","COGR","","","",NA,NA,"",155,935,"H",NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,"","","H","",8.25031042019644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.25031042019644,NA,NA,NA,NA,0.0362017954995956,0.0364311935395735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0362017954995956,NA,NA,NA,NA
"E320",6,291,"ABBA",1987,NA,"ALIVE","ALIVE","","","DEAD","",2010,15.4,NA,NA,"",16.3,"",NA,NA,"",NA,"",NA,"",NA,"",NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,"M","E",33,"CONV",TRUE,"",0,5,"DRSP/DRIN","MOSS","COGR","","","",NA,NA,"",155,935,"H",NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,"","","H","",11.2617941531956,11.7163823566248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2617941531956,11.7163823566248,NA,NA,NA,0.109995199558079,0.101033950595644,0.128969979563331,0.116778424025322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.109995199558079,0.128969979563331,NA,NA,NA
"E320",6,292,"BECO",1987,NA,"ALIVE","ALIVE","","","ALIVE","",NA,12.7,NA,NA,"",12.9,"",NA,NA,"",NA,"",NA,"",13,"",NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,"M","E",33,"CONV",TRUE,"",0,5,"DRSP/DRIN","MOSS","COGR","","","",NA,NA,"",155,935,"H",NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,"","","H","",10.2923306959001,10.3739305026998,NA,10.4142556857501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.2923306959001,10.3739305026998,NA,10.4142556857501,NA,NA,0.0627062156781872,NA,0.0651065292196169,NA,NA,NA,0.0663250075415872,NA,NA,0.0744787922605527,0.0772597980673593,NA,0.0786703285318261,NA,0.0744787922605527,0.0772597980673593,NA,0.0786703285318261,NA
"E320",6,293,"ABBA",1987,NA,"ALIVE","ALIVE","","","ALIVE","",NA,8.6,NA,NA,"",10.5,"",NA,NA,"",NA,"",NA,"",12.2,"",NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,"M","E",33,"CONV",TRUE,"",0,5,"DRSP/DRIN","MOSS","COGR","","","",NA,NA,"",155,935,"H",NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,"","","H","",6.88921980430857,8.25031042019644,NA,9.2928820440391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.88921980430857,8.25031042019644,NA,9.2928820440391,NA,0.0200854191217323,0.0209645471275771,0.0362017954995956,0.0364311935395735,NA,NA,0.0556320625319102,0.0542932024724713,NA,NA,NA,NA,NA,NA,NA,0.0200854191217323,0.0362017954995956,NA,0.0556320625319102,NA
"E320",6,294,"BECO",1987,NA,"ALIVE","ALIVE","","","DEAD","",2010,13.7,NA,NA,"",14.3,"",NA,NA,"",NA,"",NA,"",NA,"",NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,"M","E",33,"CONV",TRUE,"",0,5,"DRSP/DRIN","MOSS","COGR","","","",NA,NA,"",155,935,"H",NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,"","","H","",10.6878971441131,10.9108482831292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.6878971441131,10.9108482831292,NA,NA,NA,NA,0.075196824738899,NA,0.0832788539734153,NA,NA,NA,NA,NA,NA,0.0889187446487639,0.0982263539759533,NA,NA,NA,0.0889187446487639,0.0982263539759533,NA,NA,NA
"E320",6,295,"ABBA",1987,NA,"DEAD","DEAD","","","","",1987,9.2,4,4,"",NA,"",NA,NA,"",NA,"",NA,"",NA,"",NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,"M","E",33,"CONV",TRUE,"2",0,5,"DRSP/DRIN","MOSS","COGR","","","",NA,NA,"",155,935,"H",NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,"","","H","",7.32622696906617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.32622696906617,NA,NA,NA,NA,0.024502920623774,0.0252921366329222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.024502920623774,NA,NA,NA,NA
"E320",6,296,"ABBA",1987,NA,"ALIVE","ALIVE","","","ALIVE","",NA,11.2,NA,NA,"",12.9,"",NA,NA,"",NA,"",NA,"",16,"",NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,"M","E",33,"CONV",TRUE,"",0,5,"DRSP/DRIN","MOSS","COGR","","","",NA,NA,"",155,935,"H",NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,"","","H","",8.730618158259,9.83299367468904,NA,11.1220282890968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.730618158259,9.83299367468904,NA,11.1220282890968,NA,0.0437868702622362,0.043456321628009,0.0662102410715507,0.0635735375353345,NA,NA,0.116983234093584,0.107984824529679,NA,NA,NA,NA,NA,NA,NA,0.0437868702622362,0.0662102410715507,NA,0.116983234093584,NA
"E320",6,297,"ABBA",1987,NA,"DEAD","DEAD","","","","",1987,10.8,4,4,"",NA,"",NA,NA,"",NA,"",NA,"",NA,"",NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,"M","E",33,"CONV",TRUE,"5",0,5,"DRSP/DRIN","MOSS","COGR","","","",NA,NA,"",155,935,"H",NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,"","","H","",8.45783885806649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.45783885806649,NA,NA,NA,NA,0.0393386194823755,0.0393528136738708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0393386194823755,NA,NA,NA,NA
"E320",6,298,"ABBA",1987,NA,"DEAD","DEAD","","","","",1987,6,4,4,"",NA,"",NA,NA,"",NA,"",NA,"",NA,"",NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,"M","E",33,"CONV",TRUE,"2",0,5,"DRSP/DRIN","MOSS","COGR","","","",NA,NA,"",155,935,"H",NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,"","","H","",4.97688433929024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.97688433929024,NA,NA,NA,NA,0.00709006239760677,0.0076658363921051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00709006239760677,NA,NA,NA,NA
"E320",6,299,"ABBA",1987,NA,"ALIVE","ALIVE","","","ALIVE","",NA,8.5,NA,NA,"",9,"",NA,NA,"",NA,"",NA,"",9.9,"",NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,"M","E",33,"CONV",TRUE,"",0,5,"DRSP/DRIN","MOSS","COGR","","","",NA,NA,"",155,935,"H",NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,"","","H","",6.81593437957155,7.18113284930517,NA,7.88693310419961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.81593437957155,7.18113284930517,NA,7.88693310419961,NA,0.0194059809571175,0.0202917931652801,0.022964431993947,0.0237936926230409,NA,NA,0.0306629928062955,0.0311813129276943,NA,NA,NA,NA,NA,NA,NA,0.0194059809571175,0.022964431993947,NA,0.0306629928062955,NA
"E320",6,301,"PIRU",1987,NA,"ALIVE","ALIVE","","","ALIVE","",NA,16.5,2,2,"c",16.7,"",NA,NA,"",NA,"",NA,"",17.5,"",NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,"M","E",33,"CONV",TRUE,"",0,5,"DRSP/DRIN","MOSS","COGR","","","",NA,NA,"",155,935,"H",NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,"","","H","",12.2134242975995,12.3140693341876,NA,12.2136003155439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2134242975995,12.3140693341876,NA,12.2136003155439,NA,0.146266373739325,0.122345023449854,0.151132180636982,0.126288087952922,NA,NA,0.163782379516389,0.137625951007607,NA,NA,NA,NA,NA,NA,NA,0.146266373739325,0.151132180636982,NA,0.163782379516389,NA
"E320",6,302,"ABBA",1987,NA,"ALIVE","ALIVE","","","ALIVE","",NA,8.6,NA,NA,"",9.6,"",NA,NA,"",NA,"",NA,"",11.2,"",NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,"M","E",33,"CONV",TRUE,"",0,5,"DRSP/DRIN","MOSS","COGR","","","",NA,NA,"",155,935,"H",NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,"","","H","",6.88921980430857,7.61435065901999,NA,8.70786260610969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.88921980430857,7.61435065901999,NA,8.70786260610969,NA,0.0200854191217323,0.0209645471275771,0.0277839434628308,0.0284593290518439,NA,NA,0.0436647796618974,0.0433621401085839,NA,NA,NA,NA,NA,NA,NA,0.0200854191217323,0.0277839434628308,NA,0.0436647796618974,NA
"E320",6,303,"ABBA",1987,NA,"ALIVE","DEAD","","","DEAD","",1998,6.9,NA,NA,"",NA,"",NA,NA,"",NA,"",NA,"",NA,"",NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,"M","E",33,"CONV",TRUE,"5",0,5,"DRSP/DRIN","MOSS","COGR","","","",NA,NA,"",155,935,"H",NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,"","","H","",5.63602683494439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.63602683494439,NA,NA,NA,NA,0.0105649115996211,0.011325111468859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0105649115996211,NA,NA,NA,NA
"E320",6,304,"ABBA",1987,NA,"ALIVE","DEAD","","","DEAD","",1998,7.3,NA,NA,"",NA,"",NA,NA,"",NA,"",NA,"",NA,"",NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,"M","E",33,"CONV",TRUE,"5",0,5,"DRSP/DRIN","MOSS","COGR","","","",NA,NA,"",155,935,"H",NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,"","","H","",5.93120995286861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.93120995286861,NA,NA,NA,NA,0.0124356965630319,0.013259630258722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0124356965630319,NA,NA,NA,NA
"E320",6,314,"ABBA",1987,NA,"ALIVE","DEAD","","","DEAD","",1998,12.5,NA,NA,"",NA,"",NA,NA,"",NA,"",NA,"",NA,"",NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,"M","E",33,"CONV",TRUE,"5",0,5,"DRSP/DRIN","MOSS","COGR","","","",NA,NA,"",155,935,"H",NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,"","","H","",9.58250386563061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.58250386563061,NA,NA,NA,NA,0.0604104275702084,0.0584487047123235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0604104275702084,NA,NA,NA,NA
"E320",6,316,"ABBA",1987,NA,"DEAD","DEAD","","","","",1987,6.4,4,4,"",NA,"",NA,NA,"",NA,"",NA,"",NA,"",NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,"M","E",33,"CONV",TRUE,"5",0,5,"DRSP/DRIN","MOSS","COGR","","","",NA,NA,"",155,935,"H",NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,"","","H","",5.26862049792557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.26862049792557,NA,NA,NA,NA,0.00851483648017299,0.00917746019845029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00851483648017299,NA,NA,NA,NA
"E320",6,320,"ABBA",1987,NA,"ALIVE","ALIVE","","","ALIVE","",NA,12.8,NA,NA,"i",14.1,"",NA,NA,"",NA,"",NA,"",16.3,"",NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,"M","E",33,"CONV",TRUE,"",0,5,"DRSP/DRIN","MOSS","COGR","","","",NA,NA,"",155,935,"H",NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,"","","H","",9.77091104053382,10.5489222076325,NA,11.2404362127221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.77091104053382,10.5489222076325,NA,11.2404362127221,NA,0.0647295687515598,0.0622697306812383,0.085593731668243,0.0803914714346506,NA,NA,0.122881411700629,0.113018025118524,NA,NA,NA,NA,NA,NA,NA,0.0647295687515598,0.085593731668243,NA,0.122881411700629,NA
